our_competitors,Date_Posted,Media_Type,Post_Caption,Likes_Counts,Comments_Counts,Shared_Counts,total_followers
Data Science Dojo,2022-04-11 18:25:11.516221,Image,"👀 Everyone seems to be talking about responsible AI these days—but what does “responsible” actually mean, and how should AI/ML product teams incorporate ethics into the development lifecycle?On April 26th our speaker, Ian Eisenberg, will focus on the organizational processes that support the development of responsible AI systems. RSVP now: https://hubs.la/Q017kx9z0",5,0,0,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Image,"🕖 Few more hours before we begin our MLOps crash course for beginners. This crash course is intended for data scientists with basic knowledge of developing machine learning models in a Jupyter notebook setting. All attendees will get the certificate of attendance, RSVP now: https://hubs.la/Q017km4b0",7,0,0,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Image,"☀️ Here is all that you need to know about our data science Bootcamp. For more details & registration, visit here: https://hubs.la/Q017k-SS0#DataScience #OnlineLearning #ProfessionalDevelopment #Skillset #DSDojo",4,0,0,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Image,"💡Check out the collection of the best data repositories on agriculture, audio, biology, climate, computer vision, economics, education, energy, finance, and government: https://hubs.la/Q017qxF60#Datsets #Repository #DataScience",36,0,0,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Image,💥 Get started with NumPy now: https://hubs.la/Q017qtmj0#NumPy #DataScience #MachineLearning,94,0,0,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Image,"❗ Don't forget to join us tomorrow at 9:00 am, we are hosting an MLOps crash course for beginners. This crash course is intended for data scientists with basic knowledge of developing machine learning models in a Jupyter notebook setting. All attendees will get the certificate of attendance, RSVP now: https://hubs.la/Q017kl3z0#CrashCourse #MLOps #FreeCourse #DSDojo",7,2,1 ,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Image,We are about to begin our webinar about comparing different tree-based models. Selected attendees will win eBooks giveaways & discount coupons: https://hubs.la/Q017sJnK0,7,0,0,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Image,💥 A list of top 10 data science skills!Source: glassdoor#DataScience #Skillset #AI,859,35,97,"184,110"
Data Science Dojo,2022-03-25 18:25:11.516221,"Other: Poll, Shared Post, etc",✔️ Here is how google map uses graph neural networks. #GoogleMap#NeuralNetwork #DataScience,83,5,17,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Image,💡 Understanding Type-I and Type-II Errors in Hypothesis Testing: https://hubs.la/Q017jt7T0#HypothesisTesting #AI #ML,146,2,24,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,"Other: Poll, Shared Post, etc","An Introduction to Naive Bayes Classification Naive Bayes is technique from machine learning used for making classifications.  Naive Bayes has all sorts of applications ranging from facial recognition to weather prediction to medical diagnoses to news classifications among others.  In this webinar, we provide an introduction to Naive Bayes methods through theory and coding examples.  By the end of the webinar, students should acquire a strong understanding of this technique.",9,0,0,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Image,"☹️ Tired of boredom on weekends?We understand and that's why we are here with a weekly newsletter on data science, AI, and ML. Subscribe now & make your weekends productive: https://hubs.la/Q017k__30#DataScience #AI #ML #Weekend #DSDojo #WeeklyNewsletter",3,0,0,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,💥 A data story visualization!Source: @kdnuggets#BigData #DataScience #DataVisualization,435,3,63,"184,110"
Data Science Dojo,2022-03-25 18:25:11.516221,Multiple Images,"🔥 Look what's in store for you all this weekend, 101 data science interview questions, answers, and key concepts: https://hubs.la/Q016Hp2H0#Datascience #Interview #CareerDevelopment #Weekend #DSDojo",699,12,11,"184,110"
Data Science Dojo,2022-04-18 18:25:11.516221,Multiple Images,📂 This dataset will introduce you to data manipulation with dplyr: https://hubs.la/Q0180FPv0#DataManipulation #DataScience #DSDojo,111,0,0,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Image,"❗ Don't forget to join us tomorrow at 12:00 pm (PT) our presenter, Jared Lander will present numerous ways to fit each of the tree-based model types (and more!) and compare them based on user-friendliness, accuracy, and speed.Selected attendees can get eBooks & conference vouchers, RSVP now: https://hubs.la/Q017kjpN0#DataScience #OnlineLearning #DSDojo",8,0,0,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Image,"💡 We are hosting an information session on April 14th, at 3 p.m. (PT). Our Chief Data Scientist, Raja Iqbal, and Marketing Manager Nathan Piccini will guide you through our hands-on Data Science Bootcamp and 5-day live Python for Data Science training.We will be answering some of the most frequently asked questions and as well as any that come up during the session!RSVP now so that you don't miss out: https://hubs.la/Q017KV2n0#DataScience #Python #Bootcamp #Career #OnlineLearning #DSDojo",8,0,0,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Multiple Images,🔥 What are your plans for the weekend? because we got 54 data quotes that you all can go through this weekend. Find the list here: https://hubs.la/Q017Fqfk0#DataScience #Quotes #AI #ML #Weekend #DSDojo,37,1,3 ,"184,110"
Data Science Dojo,2022-03-25 18:25:11.516221,"Other: Poll, Shared Post, etc",👉 Here is a guide for linear algebra & calculus.#LinearAlgebra #Calculus #Refresher,190,1,13,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Image,#BundleOffer: Get the added benefit of upskilling with the fastest-growing programming language along with our comprehensive Data Science Bootcamp. You can now get 50% off tuition on our Python for Data Science training by bundling it with the Data Science Bootcamp.Contact our team of advisors for more information: https://hubs.la/Q017k_860,3,0,0,"184,110"
Data Science Dojo,2022-04-20 18:25:11.516221,Article,"👉 Let’s have a look at the #PythonLibraries that every #DataScientist should know in 2022, to maintain and improve their #Coding journey: https://hubs.la/Q018lMZb0",109,1,11,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,"👉 The Data Science Bootcamp is designed to give you the best live training experience in data science, analytics, data engineering, and machine learning.Here is a glimpse of all that is included in our curriculum. Get a more comprehensive version of our curriculum: https://hubs.la/Q016VNQ40For on-going discounts & registrations, click here: https://hubs.la/Q016VG7z0#DataScience #MachineLearning #VirtualLearning #Career #DSDojo",30,2,4 ,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Image,"❗ Don't forget to join us tomorrow for the information session, our chief data scientist, Raja Iqbal, and marketing manager Nathan Piccini will guide you through our hands-on Data Science Bootcamp and 5-day live Python for Data Science training.We will be answering some of the most frequently asked questions and as well as any that come up during the session!RSVP now so that you don't miss out: https://hubs.la/Q017kWQ_0#DataScience #Python #Bootcamp #Career #OnlineLearning #DSDojo",8,0,0,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,💡An overview of logistic regression as a neural network: https://hubs.la/Q0177DKs0#NeuralNetwork #LogisticRegression #DataScience,613,5,50,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Multiple Images,"🧠 Introduction to neuroscience, how neurons work, how our brain processes signals and we are better than AI: https://hubs.la/Q017cHB30#ReinforcementLearning #NeuroScience #DataScience",91,0,0,"184,110"
Data Science Dojo,2022-04-18 18:25:11.516221,Image,💥 Different Career Options in Big Data! Source: @DataJayInTech#BigData #DataScience #Career,"1,024

                peter kimanzi and 1,023 others",9,13,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,❗We are hosting a job-hunting session for data analysts. The session will include: 1) Demystify the hiring process2) Highlight why job hunting is so difficult3) Focus on where most candidates can make the biggest difference 4) Give examples of what improvements to make5) Briefly describe a strategy to maintain energy and good emotional state when looking for workRSVP now: https://hubs.la/Q016V-Zc0#JobHunting #DataScience #DataAnalyst #Career,50,0,0,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Image,"👉 On April 12th our speaker, Bhavuk Chawla, will present on modern data-warehousing using the snowflake platform. This webinar is focused to make you capable of getting started with the new generation data warehouse i.e. Snowflake. You will be understanding Snowflake architecture, its user interface, and the data caching feature of Snowflake.RSVP now you don't miss it out: https://hubs.la/Q017BZ2n0#Snowflake #DataWarehousing #DSDojo",4,0,0,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Image,💥 An amazing SQL cheat sheet: https://hubs.la/Q017K_5S0#SQL #CheatSheet #DataScience,"1,062",6,10,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,"Are you new to data science? Or willing to start your data science journey this year? Or planning to upskill your data science skillset?🔥 We have 100+ tutorials on our YouTube channel which includes short tutorials, webinars, community talks, key concepts, and much more. These tutorials can surely assist you to get started with data science & add value to your skillset.Subscribe to our channel now & start learning: https://hubs.la/Q016VDPX0#DataScience #YouTube #FreeTutorials #DSDojo #AI #ML",25,1,3 ,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Multiple Images,👉 A complete guide to start and improve in machine learning & artificial intelligence: https://hubs.la/Q017kWQX0#Machinelearning #ArtificialIntelligence #Guide,16,0,0,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,🧠 MLOps Crash Course for Beginners: This crash course is intended for data scientists with basic knowledge of developing machine learning models in a Jupyter notebook setting. All attendees will get a certificate of attendance. RSVP now so you don't miss it: https://hubs.la/Q016VWZB0#MLOps #CrashCourse #FreeCourse #DSDojo,12,0,0,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Image,✔️ 4 factors to identify machine learning solvable problems: https://hubs.la/Q017FgC70#MachineLearning #BigData #DataScience,13,0,0,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,"✔️ On April 5th, our speaker, Jared P. Lander, will present numerous ways to fit each of the tree-based model types (and more!) and compare them based on user-friendliness, accuracy, and speed. Selected attendees will win various giveaways. RSVP now: https://hubs.la/Q016V-dG0",2,0,0,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,"On April 12th our speaker, Bhavuk Chawla, will present on Modern Data-Warehousing using #Snowflake Platform. This webinar is focused to make you capable of getting started with the new generation #DataWarehouse i.e. Snowflake. You will be understanding Snowflake architecture, its user interface, and the #DataCaching feature of Snowflake. RSVP now: https://hubs.la/Q016V-d00",11,0,0,"184,110"
Data Science Dojo,2022-04-18 18:25:11.516221,"Other: Poll, Shared Post, etc","JavaScript for Cancer Prevention through Early DetectionSkin cancer is a serious problem worldwide but luckily treatment in the early stage can lead to recovery. JavaScript together with a machine learning model can help Medical Doctors increase the accuracy of melanoma detection. During the presentation, Karol will show how to use Tensorflow.js, Keras, and React Native to build a solution that can recognize skin moles and detect if they are a melanoma or a benign mole. He will also show issues that they have faced during development. As a summary, the session includes the pros and cons of JavaScript used for machine learning projects.",3,0,0,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,"✔️ Here is a guide to linear regression in Python using NumPy, SciPy, and StatsModel: https://hubs.la/Q017242w0#LinearRegression #Python #NumPy #SciPy",196,4,17,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,"🤔 subscribe to our weekly newsletter & stay up-to-date with data science, machine learning, and artificial intelligence blogs, cheat sheets, tutorials, and infographics: https://hubs.la/Q016VDcz0#DataScience #AI #ML #CheatSheet #Newsletter",5,0,0,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,👉This article explains the math of how neural networks learn with implementation from scratch: https://hubs.la/Q0177tJL0#NeuralNetwork #MachineLearning #AI,190,0,0,"184,110"
Data Science Dojo,2022-04-18 18:25:11.516221,"Other: Poll, Shared Post, etc","Between the SpreadsheetsIn this session, Susan Walsh will share real-life examples of dirty data, and the consequences it has on the output, such as decision making, reporting, analytics, AI, and machine learning.  You’ll also learn how to make quick, accurate checks and changes to your own data in excel, regardless of your level of experience, explain why data accuracy and maintenance are so important, and implement best practices for this.",2,0,0,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,"We are about to begin our webinar on 'Translating Data into Effective Decisions'. In this talk, we will present a systematic process where ML is an input to improve our ability to make better decisions, thereby taking us closer to the prescriptive ideal. You can join us here: https://hubs.la/Q0173lwz0",6,0,0,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Youtube Video,💡 MLOps Crash Course for Beginners: This crash course is intended for data scientists with basic knowledge of developing machine learning models in a Jupyter notebook setting. Start learning: https://hubs.la/Q017KVh80#CrashCourse #MLOps #Beginners,27,0,0,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Multiple Images,💡 An introduction to deep learning with TensorFlow: https://hubs.la/Q0177sDt0#DeepLearning #TensorFlow #DataScience,117,0,0,"184,110"
Data Science Dojo,2022-04-18 18:25:11.516221,"Other: Poll, Shared Post, etc","🤔 With our upcoming late spring cohort for Python for Data Science live training, you can invest in your career & skills with the fastest-growing programming language. This training will be a valuable addition to your current career profile.UNM Continuing EducationTake a look at what our attendees have to say about the program.Enrolling now can get you a discount of up to 20%: https://hubs.la/Q01818Mg0#Python #DataScience #ProfessionalDevelopment #SkillSet #Career #DSDojo",6,0,0,"184,110"
Data Science Dojo,2022-04-20 18:25:11.516221,Article,📃 This article showcases the top picks for the best books to learn programming. Find the complete list here: https://hubs.la/Q018dDHP0#DataScience #Programming #Advice,6,0,0,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,🧠 Fully Explained DBScan Clustering Algorithm with Python: https://hubs.la/Q0177knR0#ClusteringAlgorithm #Python #DataScience,193,4,11,"184,110"
Data Science Dojo,2022-04-18 18:25:11.516221,"Other: Poll, Shared Post, etc",Job Hunting for Data Analysts,92,51,6 ,"184,110"
Data Science Dojo,2022-04-18 18:25:11.516221,"Other: Poll, Shared Post, etc","👨‍🏫 If you are reluctant to invest in our Bootcamp then just take a look at what our attendees have to say about it.Check out Bootcamp reviews, discounts, and details: https://hubs.la/Q0186gwb0#DataScience #Bootcamp #ProfessionalDevelopment #DSDojo",15,0,0,"184,110"
Data Science Dojo,2022-03-25 18:25:11.516221,"Other: Poll, Shared Post, etc","1. Data Analytics Made Accessible by Anil Maheshwari2. Data Science for Business: What You Need to Know about Data Mining and Data-Analytic Thinking by Foster Provost3. Essentials of Marketing Analytics by Joseph H Fair4. Data Science and Big Data Analytics: Discovering, Analyzing, Visualizing and Presenting Data by EMC Education Services",10,0,0,"184,110"
Data Science Dojo,2022-04-19 18:25:11.516221,Article,"#FreeCourse: An introduction on text analytics R followed by a detailed discussion on exploring data pipelines, building a model, and optimizing the model for the best generalization on new/unseen data in Rstudio. Enroll now: https://hubs.la/Q018fp3y0#TextAnalytics #R #DSDojo",32,0,0,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,💥 Here's a list of data-driven careers.Source: @TechTalkHQ_#BigData #DataDriven #Career,312,8,48,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,"RandomForest, XGBoost and Decision Tree learning are widely used in industry for classification and regression. Many first-time modelers start building their predictive models using one of these because of the relative ease of use compared to other techniques. You will be learning about R packages like randomForest, xgBoost and rpart.On April 5th, Jared Lander, author of the best-selling book, R for Everyone, will give us a detailed tutorial on the relative trade-offs of these techniques. The tutorial is based on the courses he has been teaching at various corporate trainings and at Columbia University.#randomforest #xgboost #rprogrammingSelected attendees will win various giveaways like free conference passes and ebooks.RSVP now: https://lnkd.in/g_BgmAKT",14,0,0,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,Image,⏳ An hour before we begin our presentation on comparing different tree-based models. Selected attendees will win various giveaways like conference vouchers & eBooks. RSVP now so you don't miss it: https://hubs.la/Q017kqq10,4,0,0,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,💥 Different Roles in Data Science: https://hubs.la/Q0171ZcS0#DataScience #Career #ProfessionalDevelopment,142,3,20,"184,110"
Data Science Dojo,2022-03-25 18:25:11.516221,"Other: Poll, Shared Post, etc","1. Learning R: A Step-By-Step Function Guide to Data Analysis by Richard Cotton2. Outliers: The Story of Success by Malcolm Gladwell3. Factfulness: Ten Reasons We’re Wrong About the World — and Why Things Are Better Than You Think by Hans Rosling4. Big Data: A Revolution That Will Transform How We Live, Work, and Think by Viktor Mayer-Schönberger",17,0,0,"184,110"
Data Science Dojo,2022-04-18 18:25:11.516221,Youtube Video,🤔 What are segments? How do organizations use customer segmentation? What is the umbrella concept? How do different segments respond to the same marketing strategy? Find all the answers here: https://hubs.la/Q0188MDB0#CustomerSegments #Segmentation #DSDojo,7,0,0,"184,110"
Data Science Dojo,2022-03-25 18:25:11.516221,"Other: Poll, Shared Post, etc",💡A complete cheat sheet for all unsupervised machine learning algorithms you should know. #CheatSheet #MachineLearning #Algorithm,153,2,26,"184,110"
Data Science Dojo,2022-03-25 18:25:11.516221,"Other: Poll, Shared Post, etc",1. Python for Data Analysis by Wes McKinney2. Storytelling with Data: A Data Visualization Guide for Business Professionals by Cole Nussbaumer Knaflic3. Business Analytics: Using Data Analysis Tools to Improve Your Organization’s Decision Making and Strategy by Randy Bartlett4. An Introduction to Statistical Methods and Data Analysis by Lyman Ott,27,2,1 ,"184,110"
Data Science Dojo,2022-02-25 18:25:11.516221,"Other: Poll, Shared Post, etc","MLOps Crash Course for BeginnersData scientists at the start of their careers often have the misconception that their job will be largely focused on training and improving models in a Jupyter notebook. The reality is that most data science value is created outside of a notebook. This crash course is intended for data scientists with basic knowledge of developing machine learning models in a Jupyter notebook setting. By the end of the session, you will know:1. What is MLOps (Machine Learning Operationalization) and why it's necessary.2. What is a machine learning pipeline.3. How to create and deploy a fully reproducible MLOps pipeline from scratch.4. Learn the basics of continuous training, drift detection, alerts, and model deployment.",298,23,57,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,"✔️ Tree-based models such as decision trees, random forests, and boosted trees provide powerful predictions and are fast to compute. There are many different ways to fit these models in R, including the rpart, randomForest, and xgboost packages.On April 5th, our speaker, Jared P. Lander, will present numerous ways to fit each of the tree-based model types (and more!) and compare them based on user-friendliness, accuracy, and speed. Selected attendees will win various giveaways. RSVP now: https://hubs.la/Q016W0Q50#DataScience #OnlineLearning #DSDojo",8,0,0,"184,110"
Data Science Dojo,2022-04-11 18:25:11.516221,"Other: Poll, Shared Post, etc","Putting MLOps into PracticeWith MLOps, you will be able to streamline and manage your end-to-end machine learning lifecycle, from the inner loop of the data science lifecycle to the outer loop of model deployment and monitoring. In this session Piethein will help you understand what is MLOps and how to put MLOps into practice with best practice recommendations, reference architectures and hands-on examples.",7,0,0,"184,110"
Data Science Dojo,2022-02-25 18:25:11.516221,"Other: Poll, Shared Post, etc","Finding the Tallest Tree: comparing tree-based modelsTree-based models such as decision trees, random forests, and boosted trees provide powerful predictions and are fast to compute. There are many different ways to fit these models in R, including the rpart, randomForest, and xgboost packages. During this talk, we'll examine numerous ways to fit each of these model types (and more!) and compare them based on user-friendliness, accuracy, and speed.",52,90,44,"184,110"
Data Science Dojo,2022-04-04 18:25:11.516221,Image,"👀  All companies are in the ""behavior change"" business: they want to understand why customers do what they do, and drive certain behaviors such as purchasing again.Join us on April 20th, our speaker, Florent Buisson, will present how to do so effectively by ensuring that your data truly reflects these behaviors, and applying powerful causal inference tools: https://hubs.la/Q016VZT20#BigData #DataScience #DSDojo",12,0,0,"184,110"
Data Science Dojo,2022-03-25 18:25:11.516221,"Other: Poll, Shared Post, etc",💥  Some Matlab tips.#Matlab #DataScience #Tips,99,0,0,"184,110"
Data Science Dojo,2022-04-18 18:25:11.516221,Youtube Video,"📍 This video talks about some common ways of increasing referrals on a website. Furthermore, it explains how referral traffic is tracked and how companies can use user data for marketing analytics: https://hubs.la/Q0185Qsg0#Referrers #MarketingAnalytics #DSDojo",3,0,0,"184,110"
Data Science Dojo,2022-04-18 18:25:11.516221,Article,👉 Learn how to build a recommendation engine inside Postgres with python and pandas: https://hubs.la/Q0185DyS0#Python #Pandas #DataScience,85,4,6 ,"184,110"
Data Science Dojo,2022-03-25 18:25:11.516221,Image,💡 A glimpse of Python string methods!#Python #Overview,253,4,27,"184,110"
